3,4,0.817927171,52,35.962,8.1538,424,0.40094,3,3,5,4,2,2,2
3,6,1.130573248,77,46.792,10.221,782,0.38619,4,2,6,2,3,1,4
3,5,0.843220339,56,42.804,9.3393,523,0.42256,3,1,3,3,4,2,3
3,5,0.805714286,90,39.656,8.9,792,0.28788,4,4,4,3,3,4,2
3,5,1.043103448,71,31.563,7.0563,488,0.36066,1,5,6,3,3,3,3
3,6,0.89375,94,27.383,5.8404,543,0.37753,2,3,3,2,3,1,4
3,7,1.161375661,67,29.254,6.3134,416,0.28846,1,2,1,0,1,0,0
3,4,0.640816327,80,30.113,6.425,506,0.4249,1,2,5,2,2,3,4
3,5,1.015184382,51,32.882,7.3137,369,0.4336,1,3,2,1,2,1,0
3,5,0.849884527,122,20.328,4.7459,558,0.29032,1,1,4,6,3,1,1
3,11,1.267676768,61,33.689,7.6393,462,0.39827,1,3,3,1,3,0,3
3,4,0.805907173,57,42.702,8.3684,472,0.4322,1,3,4,3,1,4,1
3,6,1.014044944,64,31.094,6.8906,434,0.43548,2,3,6,3,4,4,3
3,6,1.030201342,57,39.474,8.0526,453,0.28477,2,1,4,2,1,1,2
3,6,1.084639498,66,48.894,9.8939,651,0.49002,4,1,5,4,4,4,3
4,7,1.084019769,98,32.224,7.0306,682,0.45015,2,4,0,4,2,1,4
4,4,1.09375,84,33.714,7.2619,599,0.46411,4,3,3,5,4,3,2
4,6,1.155172414,90,36.733,7.4222,654,0.53517,1,1,1,4,0,4,4
4,5,0.984076433,100,33.49,7.11,688,0.47529,0,5,3,5,3,3,2
4,8,1.148558758,89,39.18,8.1573,722,0.39058,1,3,1,4,1,3,2
4,6,1.105621806,118,39.678,8.1271,947,0.46357,3,3,3,7,3,4,4
4,8,1.472566372,68,43.559,9.7206,651,0.41628,1,1,3,3,2,3,1
4,7,1.293220339,78,38.321,8.0641,623,0.48796,3,2,1,5,1,2,0
4,8,0.946466809,76,38.566,7.6184,573,0.61257,3,3,2,6,0,2,3
4,6,1.207177814,104,44.077,9.1058,941,0.45802,4,2,2,5,3,5,4
4,5,1.144620811,72,42.806,8.9167,639,0.53991,1,3,3,3,2,4,3
4,6,0.902439024,70,35.814,7.6857,529,0.50095,3,2,2,5,2,2,1
4,4,0.677777778,66,41.621,8.8788,576,0.56771,1,4,3,5,0,4,2
4,7,1.023923445,67,46.075,9.9254,661,0.49168,1,3,1,5,1,2,4
4,6,0.933673469,72,39.986,8.5278,601,0.50083,4,2,3,6,2,3,1
4,5,0.968627451,82,42.939,9.1707,746,0.45174,2,5,4,6,4,0,3
4,5,0.736111111,97,34.351,7.9794,765,0.3634,2,1,3,6,3,3,1
5,6,1.427272727,49,32.306,6.5102,312,0.61859,2,2,2,3,4,1,2
5,4,0.973584906,46,35.304,7.413,337,0.48368,1,4,2,1,3,2,3
5,6,1.107692308,58,40.172,8.2069,472,0.41525,2,1,2,1,4,3,2
5,5,1.199203187,65,25.4,5.6462,363,0.41873,0,4,2,0,3,2,1
5,7,1.056179775,34,37.206,7.6176,253,0.62451,1,0,1,0,4,3,0
5,6,1.204301075,49,34.061,7.449,364,0.59615,2,3,4,2,6,3,1
5,5,1.050505051,39,43.179,9.3333,361,0.52632,1,3,2,0,5,3,1
5,5,0.950310559,43,29.884,6.7209,287,0.55052,2,1,1,1,5,2,0
5,7,1.082437276,39,32,7.1026,273,0.51282,2,1,1,2,4,1,1
5,6,0.908196721,58,33.741,7.431,426,0.38498,2,1,3,3,4,2,0
5,6,1.053824363,49,37.98,8.0816,392,0.47194,2,0,1,1,5,3,2
5,6,1.354066986,104,29.279,6.8365,700,0.28286,2,2,2,3,3,3,1
5,6,1.182716049,66,34.091,7.197,471,0.43524,0,1,3,1,3,3,2
5,5,0.927170868,43,35.977,7.7674,328,0.50915,2,1,3,2,3,1,1
5,6,0.978891821,64,34.672,7.2969,463,0.48596,1,3,3,2,4,2,2
5,5,1.014367816,37,44.297,8.8919,329,0.6231,1,5,2,1,5,3,3
5,6,1.21761658,43,42.326,8.907,378,0.53439,1,1,0,1,4,3,2
5,4,0.808510638,82,28.402,6.4878,526,0.24715,0,2,0,1,3,2,2
6,6,0.932938856,64,37.516,8.1875,516,0.48062,3,1,1,3,1,4,2
6,7,1.162094763,47,39.447,8.5532,393,0.54962,3,1,3,3,4,5,2
6,5,1.143667297,51,49.784,10.941,545,0.40734,1,2,2,2,2,5,4
6,8,1.099173554,92,41.804,8.6304,786,0.42239,2,2,2,3,1,4,4
6,6,1.15,49,49.061,10.265,498,0.49799,0,1,1,2,1,3,0
6,5,1.003164557,132,36.288,7.8485,1026,0.37427,5,5,3,3,4,5,3
6,5,0.872527473,70,36.829,7.9286,539,0.38961,1,3,1,3,0,4,4
6,5,1.044372294,106,43.16,8.9245,937,0.48773,2,3,2,4,1,5,4
6,10,0.991017964,67,46.821,9.7612,648,0.43673,4,1,3,3,1,5,3
6,4,0.719063545,78,36.397,7.6538,592,0.44088,4,3,3,2,3,5,2
6,6,0.790167866,95,42.4,9.1684,848,0.37264,5,3,5,4,2,4,2
6,6,0.975970425,53,49.075,9.9245,523,0.56788,3,1,0,1,3,6,1
6,6,0.796296296,38,42.658,9.0263,339,0.50737,2,1,1,3,0,3,2
6,5,0.943636364,84,35.917,7.25,601,0.46256,4,4,2,2,4,4,3
6,6,0.970331588,82,37.659,7.6829,625,0.4592,3,0,2,3,3,5,3
6,6,1.00998004,62,42.177,8.129,500,0.562,4,2,2,3,2,5,3
6,6,1.022687609,54,51.833,11.056,592,0.50169,3,1,3,3,1,6,3
6,5,1.066974596,50,41.52,8.36,414,0.44686,3,2,0,1,2,3,0
6,5,0.776507277,119,42.958,8.9832,1056,0.27652,5,3,3,2,4,5,3
6,5,1.020599251,74,35.703,7.4054,539,0.50835,2,2,4,3,3,4,4
7,5,1.184615385,34,40.824,8.5294,286,0.53497,2,0,0,1,3,0,3
7,5,0.984496124,50,34.16,7.36,361,0.45983,1,1,1,0,2,1,5
7,6,1.008438819,43,26.535,5.9302,241,0.49793,3,0,2,1,1,1,4
7,7,0.93883792,48,33.104,7.0208,331,0.48943,1,0,2,1,1,1,5
7,5,0.943579767,70,39.286,8.4,582,0.47595,1,1,1,2,1,2,5
7,7,0.781124498,61,39.705,8.377,505,0.47723,1,2,3,2,1,3,3
7,5,0.977252843,133,42.865,9.0075,1189,0.39697,2,3,3,5,3,5,6
7,6,0.861466822,100,43.29,8.85,880,0.42045,3,4,2,4,3,3,4
7,6,1.121085595,55,40.836,9.0182,492,0.47764,3,3,1,2,3,3,4
7,6,1.109461967,54,45.667,9.5741,512,0.53516,2,1,2,3,2,4,5
7,5,0.782278481,56,33.161,7,384,0.46354,2,0,3,3,0,2,3
7,6,0.985074627,102,41.618,8.8235,893,0.44233,3,2,0,4,2,5,5
7,5,0.77919708,77,35.429,7.2987,548,0.39781,0,3,4,2,2,2,5
7,5,0.805111821,33,40.303,8.7576,288,0.51389,1,2,3,2,2,2,3
7,7,0.932318105,79,38.722,8.038,627,0.47368,5,1,1,2,2,1,6
7,5,0.871101871,64,38.359,8.1875,514,0.45914,3,4,2,1,4,3,3
7,7,0.960784314,81,34.444,7.0988,571,0.47461,2,2,1,4,1,1,6
7,5,0.949384405,80,48.487,9.6625,770,0.51169,1,2,2,1,2,1,6
7,8,0.99897855,114,44.07,9.0702,1029,0.45967,2,3,2,5,5,5,6
7,6,1.126506024,57,44.614,8.8596,500,0.588,2,2,1,4,2,1,6
