1,7,1.053677932,70,36.414,7.8286,531,0.48776,7,2,2,3,4,2,1
1,9,1.120822622,64,30.656,6.1094,389,0.61183,2,1,3,0,1,3,2
1,6,1.224852071,33,45,9.6061,310,0.5871,6,1,0,2,4,2,2
1,10,1.232087227,58,52.621,10.931,627,0.50718,4,2,1,2,4,3,2
1,6,0.974955277,72,45.597,9.1667,656,0.35518,5,0,3,3,3,3,0
1,5,0.78189911,64,43.203,8.5156,538,0.51859,4,2,2,4,2,3,2
1,6,1.058577406,56,40.643,8.8036,489,0.51534,5,1,2,3,2,4,2
1,6,1.089324619,42,49.881,10.714,446,0.47758,6,2,4,2,2,1,3
1,7,0.810506567,63,41.714,9.2222,576,0.37153,5,1,2,4,0,1,3
1,5,0.732776618,64,33.844,7.3438,465,0.49462,4,0,1,2,2,1,2
1,5,0.748120301,34,41.706,8.5,287,0.36585,3,1,0,0,1,0,0
1,5,0.981941309,46,48.826,9.7609,443,0.52822,6,0,1,2,2,1,4
1,6,1.025723473,34,41.235,8.9412,296,0.55743,4,2,2,1,2,0,1
1,5,1.054054054,63,34.127,7.3492,455,0.54066,3,0,0,2,5,0,3
1,5,0.777439024,45,36.822,7.1111,316,0.65506,4,1,1,2,1,1,1
1,7,0.968656716,87,38.575,8.1149,700,0.44,5,1,1,4,5,1,1
1,6,1.097046414,44,47.636,10.295,448,0.55357,4,1,1,2,4,2,5
2,7,1.191699605,69,32.899,6.971,475,0.56842,4,5,2,2,4,2,4
2,5,1.119205298,65,43.954,9.5846,620,0.39032,1,4,3,2,4,2,3
2,8,1.203056769,54,37.056,7.8519,420,0.55476,1,5,4,4,1,2,3
2,7,1.029684601,51,43.725,8.9804,457,0.58206,0,3,1,1,3,2,4
2,6,0.97235023,56,43.571,9.2857,518,0.50386,0,6,2,2,0,4,4
2,6,1.071770335,38,26.368,5.7895,217,0.65438,3,2,4,1,1,0,2
2,6,1.149159664,76,33.263,7.2895,550,0.46545,1,4,4,3,1,1,4
2,6,1.035326087,45,46.422,10.067,451,0.5255,0,3,3,2,1,3,3
2,7,0.989711934,44,37.795,8.5455,373,0.52011,2,4,1,1,2,3,3
2,6,1,89,32.91,7.4607,658,0.39666,5,5,3,3,4,4,2
2,4,0.919191919,32,32.406,7,220,0.63182,1,2,0,1,2,2,0
2,6,0.885480573,54,40.5,8.6667,464,0.5194,2,4,2,4,2,2,2
2,6,1.06097561,39,39.077,8.0769,311,0.59164,1,5,2,0,3,0,3
2,7,1.013452915,47,42.574,8.766,409,0.57213,1,4,5,1,2,4,1
2,9,0.892601432,132,45.924,9.8712,1299,0.38029,3,6,4,4,4,6,3
2,7,1.073724008,59,42.136,8.8305,521,0.56622,2,4,4,4,2,2,4
2,6,1.147727273,55,37.618,8.0727,438,0.5411,2,3,2,3,4,3,2
3,7,1.08365019,99,40.283,8.6465,852,0.39202,2,3,5,2,4,2,3
3,4,0.647696477,68,35.574,8.8088,593,0.26981,1,3,4,2,0,3,2
