Num_Lines,Avg_Num_Chars_Line,Avg_Num_Lines,Num_Words,Perc_Unique_Words,3,a,about,act,after,again,ah,ahh,aint,air,album,alive,all,already,alright,always,am,an,and,another,anything,are,around,as,ask,ass,at,away,ba,baby,back,bad,bang,be,beach,beat,because,been,before,being,believe,best,better,big,bitch,black,blood,blow,blue,body,both,bottle,bottom,bought,bout,bow,boy,boys,bring,broke,burn,but,buy,by,call,came,can,car,care,catch,cause,ch,cha,change,check,city,clap,close,club,cold,come,comin,coming,cool,could,couple,crack,crazy,crown,cry,cut,da,daddy,damn,day,days,dea,deal,dick,did,didnt,die,different,do,doe,doin,doing,dollar,done,dont,door,dope,down,dream,drink,drive,drop,drugs,dude,eat,else,em,end,enough,even,ever,every,everybody,everything,explain,eyes,face,fall,family,far,fast,feel,find,fire,first,flash,fly,for,forever,friends,from,front,fuck,fuckin,fucking,full,g,game,gang,gave,get,gettin,getting,girl,girls,give,go,god,goes,going,gold,gon,gone,gonna,goo,got,gotta,great,guess,guy,ha,had,half,hand,hands,hang,happen,hard,hate,hater,have,he,head,hear,heart,hell,hello,help,her,here,hes,hey,high,him,his,hit,ho,hoe,hold,home,homie,hoo,hope,hot,house,how,huh,hundred,hurt,i,id,if,igh,im,ima,imma,in,inside,into,is,it,its,ive,juice,juke,jumpman,just,keep,kid,kids,kill,kinda,knew,knock,know,la,last,late,lay,leave,left,let,lets,lie,life,light,lights,like,listen,little,live,living,long,look,lose,lost,lot,love,low,mad,made,make,makes,making,mama,man,maybe,me,mean,meet,might,million,mind,mine,miss,momma,money,more,mouth,move,much,music,my,myself,na,nah,name,need,never,new,next,nigga,niggas,niggaz,night,no,nobody,not,nothing,now,o,of,off,oh,ohh,okay,ol,on,one,only,ooh,open,or,other,our,out,over,own,paper,park,pass,past,pay,people,phone,picture,place,play,please,pop,pray,pretty,probably,problem,pull,pussy,put,rap,rappers,ready,real,really,red,remember,rich,ride,right,rock,roll,room,round,run,running,said,same,save,say,school,see,seen,set,shady,she,shes,shit,shoe,shorty,should,show,shut,sick,side,since,skeet,sleep,smoke,so,some,somebody,someone,somethin,something,sometime,song,sound,stack,start,stay,still,stop,street,suck,summer,sure,swear,take,taking,talk,taste,team,tell,ten,text,than,thank,that,the,their,them,then,there,these,they,thing,think,this,though,thought,three,through,throw,til,till,time,times,tired,to,told,tonight,too,took,top,town,trip,true,truth,try,tryna,turn,two,uh,uhh,understand,until,up,us,use,verse,wait,wake,walk,wanna,want,was,watch,water,way,we,wear,wee,well,went,were,what,whats,when,where,while,white,who,whole,why,will,wish,with,wolf,wont,work,world,worth,would,wouldnt,wow,wrong,ya,yall,yeah,year,yes,yo,you,young,your,youre,yourself
55,37.618,8.0727,438,0.5411,0,2.5114,0.22831,0.22831,0,0,0,0,0.45662,0,0,0,0.68493,0,0,0.22831,0.45662,0.45662,1.5982,0,0,0,0,0,0,0.22831,0.45662,0,0,0,0.45662,0.22831,0,0.68493,0,0,0,0.45662,0,0,0,0,0,0,0,0.91324,0,0,0,0.22831,0,0,0,0,0,0,0.22831,0,0,0,0,0.45662,0,0,0.22831,0,0.68493,0.22831,0,0,0.45662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22831,0,0,0,0,0,0,0,0,0,0.22831,0,0,0,0,0,0,0,0,0.22831,0,0,0,0,0,0.91324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22831,0,0,0.22831,0,0,0,0,0,0,0.22831,0.45662,0.22831,0,0,0,0.22831,0,0,0,0,0.22831,0,0,0.45662,0,0,0,0.22831,0.22831,0.22831,0,0,0,0,0,0.22831,0,0,1.3699,0,0,0,0,0,0,0,0,0,0,0,0.45662,0,0,0.22831,0.22831,0,0.45662,0,0,0,0,0.45662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,40.283,8.6465,852,0.39202,0,0.35211,0,0,0,0,0,0,0.8216,0.11737,0,0,1.0563,0.23474,0,0.11737,0.11737,0,1.1737,0.11737,0,0.35211,0,0.23474,0.23474,0,0.70423,0,0,0,0,0,0,0.35211,0,0,0,0.70423,0.23474,0.23474,0,0,0.23474,0.11737,0,0,0,0,0,0,0,0,0,0,0.23474,0,0.8216,0,0,0,0,0.70423,0,0,0.11737,0,0.58685,0,0.11737,0.11737,0.46948,0,0,0,0,0,0,0,0,0,0,0,0.11737,0,0,0,0,0.11737,0,0,0,0,0,0.35211,0,0.11737,0,0,0,0,0,0,0,0.70423,0,0,0,0,0,0.46948,0,0,0.23474,0,0,0.11737,0,0,0,0,0.11737,0.8216,0,0.23474,0.11737,0,0.11737,0,0,0,0,0,0,0,0,0,0.35211,0.11737,0,0,0,0,1.4085,0,0,0.23474,0,0.58685,0,0.23474,0,0,0.23474,0,0,0.23474,0,0.11737,0,0,0,0.46948,0,0,0,0,0.23474,0,0,0,0.46948,0.23474,0,0,0,0,0.11737,0,0,0,0,0,0,0,0,0,0.35211,0,0,0,0,0,0.11737,0,0.23474,0.11737,0,0.11737,0.23474,0,0.11737,0,0,0,0,0,0,0,0,0.11737,0.46948,0,0,0,3.169,0,0.58685,0,1.6432,0,0,1.1737,0,0,0.23474,1.6432,0.35211,0.11737,0,0,0,0.46948,0.23474,0,0,0.11737,0,0,0,0.35211,0,0,0.11737,0.23474,0.11737,0.11737,0,0,0,0,0,0,0.70423,0.23474,0,0,0,0,0,0.11737,0.11737,0.11737,0.11737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,35.574,8.8088,593,0.26981,0,0.5059,0,0,0.16863,0,0,0,0,0,0,0,0.33727,0,0,0,0,0,0.33727,0.16863,0,0.16863,0,0.16863,0,0,0.5059,0,0,0.84317,0.5059,0,0,0,0,0,0,0,0,0,0,0.33727,0,0,0,0,0,0,0,0,0,0,0,0,0.16863,0,0,0,0,0,0,0.16863,0,0,0,0,0.67454,0,0,0,0,0,0,0,0,0.67454,0,0,0,0,0.16863,0,0,0,0,0,0,0.16863,0,0,0,0,0,0.16863,0,0,0,0,0,2.5295,0,0,0,0,0,0,0,0,0,1.3491,0,0,0.5059,0,0,0,0.5059,0,0,0,0,0.16863,0.16863,0.16863,0,0.84317,0.16863,0,0,0,0,0,0.16863,0,0.5059,0,0,0,0,0,0,0,0.33727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,35.962,8.1538,424,0.40094,0,3.5377,1.4151,0,0,0,0,0.23585,0.23585,0,0,0,0.23585,0.23585,0,0,0,0,0.9434,0.23585,0,0,0,0,0,0,0,0,0,0,0.4717,0,0,0,0,0,0,0.23585,0,0,0,0,0,0,0.23585,0.23585,0,0,0,0,0,0,0,0,0.70755,0,3.3019,0,0,0,0,0,0,0,0.23585,0,0.70755,0,0,0,0,0,0,0,0,0.23585,0,0,0,0,0.4717,0,0.4717,0,0,0.23585,0,0,0,0,0,0,0,0.23585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70755,0,0,0,0,0,0,0,0,0,0,0.23585,0.23585,0,0,0,0.23585,0.23585,0,0,0,0,0,0,0,0,0,0,0,0,0.4717,0,0,0.70755,0,0,0.23585,0,0.9434,0,0.23585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,35.95,7.8,308,0.42532,0,0.64935,0.64935,0,0,1.2987,0,0,0,0,0,0,0.32468,0,0,0,0.32468,0,0.32468,0,0,0,0,0,0,0,0.32468,0,0,0.64935,0.64935,0,0,0,0,0,0,0.32468,0,0,0,0,0,0,0,0,0,0,0,0.32468,0,0,0,0,0,0,0,0,0,0,0,1.6234,0,0,0,0,0,0,0,0,0.32468,0,0,0,0,0,0,0,0.64935,0.32468,0,0,0,0,0,0,0,0,0,0,0.32468,0,0,0,0,0,0,0,0,0,0.64935,0,0,0.32468,0,0,0,0,0,0.97403,0,0,0,0,0,0,0,0,0,0,0,0,0.32468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,46.792,10.221,782,0.38619,0,2.8133,0.12788,0,0,0,0.12788,0,0.89514,0,0,0,3.3248,0,0,0,0.25575,0,1.2788,0,0,0,0,0.25575,0.12788,0,0,0,0,0.12788,0,0.12788,0,0.12788,0,0,0,0.12788,0,0,0,0,0,0.12788,0.38363,0,0,0,0,0,0,0,0,0.12788,0.12788,0,0,0,0,0,0,1.1509,0,0.12788,0,0.76726,0,0.12788,0,0,0.63939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12788,0,0,0,0,0,0.38363,0,0,0,0,0.12788,0,0.12788,0,0.12788,0.25575,0,0,0,0,0.12788,1.1509,0,0,0.12788,0,0.12788,0,0,0,0,0,0,0,0,0,0.38363,0,0,0.12788,0.76726,0,0,0,0.12788,0,0,0,0,0,0,0,0,0,1.1509,0.12788,0,0.25575,0,0.63939,0,0,0.12788,0,0,0,0,0.25575,0,0.25575,0.38363,0,0,0.25575,0.63939,0,0,0,0,0,0,0,1.7903,0.12788,0,0.12788,0,0,0,0.25575,0,0,0,0,0.12788,0,0,0.12788,0,0,0.12788,0,0,0,0.76726,0,0,0,0,0,0,0,0.12788,0.12788,0,0,0,0.12788,0,0,0,0,0.25575,0,0,0,6.0102,0.12788,0.38363,0,1.5345,0,0.12788,0.76726,0,0,0.25575,1.023,0.76726,0.25575,0,0,0,0.89514,0.25575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,42.804,9.3393,523,0.42256,0,1.912,0.38241,0,0,0.38241,0,0,0.57361,0,0,0,0.1912,0,0,0,0,0,1.1472,0.38241,0,0,0,0.38241,0.38241,0,0.38241,0,0,0,4.2065,0,0,0.38241,0,0,0,0.1912,0.1912,0,0,0,0.38241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1912,0,0,0,0,0.38241,0.1912,0.1912,0,0,0.76482,0,0,0,0.1912,0,0,0,0.38241,0.1912,0,0,0,0,0.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38241,0,0,0,0.57361,0.38241,0,0,0.95602,0,0,0,0,0,0.57361,0,0,0,0,0.38241,0,0,0,0,0,0,0.76482,0,0.1912,0.38241,0.38241,0.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5296,0,0.1912,0.38241,0,0.1912,0,0.38241,0,0,0.1912,0,0.38241,0.1912,0,0.38241,0,0.1912,0.1912,0.38241,0,0,0.76482,0,1.1472,0,0,0,0.76482,0.57361,0.1912,0.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,39.656,8.9,792,0.28788,0,0.88384,0,0,0,0,0.12626,0,0.88384,0,0.12626,0,0.63131,0,0,0.12626,0,0,1.6414,0,0,0.12626,0,0.12626,0.25253,0,0,0,0,0.50505,0.12626,0,0,1.2626,0,0,0,0,0,0,0,4.0404,0,0.50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12626,0,0,0.25253,0.25253,0,0.25253,0,0.12626,0,0,0,0.63131,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1364,0,0.12626,0,0,0,0,2.7778,0,0,0,0,0,0,0,0,0,0,0,0.37879,0,0,0,0,0.37879,0.37879,0,0,0.37879,0,0,0,0.12626,0,0,0,0,0.12626,0,0,0.37879,2.7778,0.88384,0,0.75758,0,0,0,0,0,0,0.12626,0,0,0,0,0,0,0.75758,0.37879,0.12626,0.12626,0,0,0,2.399,0,0,0,0,0,0.75758,0,0,0.12626,0.12626,0.37879,0,0,0,0,0,0,0.37879,0,0,0.37879,0.25253,0,0,0,0,2.0202,0,0,0,0,0,0,0,0,0.37879,0.12626,0,0,0.12626,0,0,0,0.37879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,31.563,7.0563,488,0.36066,0,4.3033,0.40984,0.20492,0,0,0,0,0.61475,0,0,0,1.0246,0,0,0,0,0,1.2295,0,0,0.40984,0,0,0,0.20492,0,0,0,0,0,0,0,0.40984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81967,0.61475,0,0,0,0,0,0,0.40984,0,0,0.20492,0,0.40984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40984,0.20492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40984,0,0,0.20492,0,0,0,0,0,0,0,0,0.20492,0,0,0,0,0.20492,0.20492,0,0,0,0,0,0.20492,0,0,0,0,0,0,0,0,1.4344,0,0.40984,1.0246,0,1.0246,0,1.0246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,27.383,5.8404,543,0.37753,0,0.73665,0,0,0.55249,0,0,0,0.18416,0.18416,0,0,1.2891,0,0,0,0,0,4.4199,0,0,1.105,0,0,0.18416,0,0.18416,0,0,0,0,0.18416,0,0,0,0,0,0.18416,0,0.18416,0,0,0.18416,0,0.18416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73665,0,0,0.18416,0.18416,0,0,0,0.18416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18416,0,0,0,0,0,0,0,0,0.73665,0,0,0,0,0,0.18416,0,0,0,0.73665,0,0,0,0,0,0.18416,0,0,0,0,0,0,0.18416,0,0,0.18416,0,0.18416,0,0,0.36832,0.36832,0,0,0,0,0,0.18416,0.18416,0,0,0,0,0,0.18416,0,0,0,0.92081,0,0,0,0,0.55249,0.18416,1.8416,0,0,0,0,0.18416,0.73665,0,0.55249,0.55249,0,0,0.18416,0,0,0,0,0.18416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,37.698,8.2453,433,0.38106,0,1.6166,0,0,0,0,0,0,0.46189,0,0,0,1.6166,0,0,0,0,0,2.3095,0,0,0,0.23095,0,0.23095,0,0.23095,0,0,0,0.46189,0,0,0.69284,0,0,0,0,0,0,0.23095,0,0.23095,0,0,0,0,0,0,0.46189,0,0,0,0,0.23095,0,0,0,0,0,0,0.23095,0,0,0,0,0.23095,0,0,0.46189,0.69284,0,0,0,0,0,0,0,0,0,0.23095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92379,0,0,0,0,0,1.1547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1547,0,0,0,0.23095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
